"","text","score"
"3",record new episod tonight well discuss song rumor,0.5
"4",what great usa second biggest pollut sell militari hardwar extremi,1
"5",holi crap batman tom off his med and back sht post entertain at it finest,0.666666666666667
"6",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"7",you either die hero live long enough becom villain batman,0.666666666666667
"8",see love batman rais fkin boy right,1
"9",precis like set,1
"12",hi bill the origin affleck script best batman script ive eve,1
"14",ben affleck script best batman script ive ever read say storyboard artist,1
"15",tekken music summon faster batsign batman,1
"16",be care batman lex luthor power doom palm hand revisit thrill battl justic le,0.5
"17",ill take idiot opinion batman alex,0
"18",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"19",here anoth recent commiss world finest superhero superman batman,1
"20",saw internet round morn batman anim seri remast look glorious,1
"23",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"24",precis like set,1
"27",riddl batman kap horribl doesnt deserv nike campaign did i miss someth,0
"28",saw internet round morn batman anim seri remast look glorious,1
"30",for year bruce wayn put everyth batman and fell revisit batman ahead batman,0
"35",fuck wrote batman remix jingl bell,0
"39",ill take idiot opinion batman alex,0
"40",have mindset the joker action batman few get,0
"43",bandai tamashii nation sh figuart batman the dark knight in action figur,0
"44",bandai tamashii nation sh figuart batman the dark knight in action figur,0
"48",tbh amount billionair none becam batman just disappoint,0
"50",saw internet round morn batman anim seri remast look glorious,1
"52",well bob go ahead name sourc wont will tha,1
"53",there assumpt kavanaugh knew man i dont know honest,1
"54",cass offend barbara gordon oracl if regard whether bruce wayn batman murder,0.333333333333333
"55",ive alway favor ace batman connect,1
"59",batman gcs take past minut talk american war propaganda wish bush die love,0.333333333333333
"61",even said yeah i fuck,0
"62",this better work,1
"63",saw internet round morn batman anim seri remast look glorious,1
"64",are listen bob woodward revel holi shit batman,0.5
"65",saw internet round morn batman anim seri remast look glorious,1
"66",mani time brain go make depress rude bitch get tire want,0
"67",kavanaugh show wear pair batman nike high top justdoit,1
"68",this trap this clear mark trap there sign bug bunni lean say this is a t,0.4
"69",jay oliva call affleck batman script best batman script,1
"72",a lot rpgs stori heavi game tend hide lot stuff especi got big twist,0
"73",year pain tell stori batman joker yet one know chapter,0
"74",saw internet round morn batman anim seri remast look glorious,1
"75",hi bill the origin affleck script best batman script ive eve,1
"76",im lost,0
"77",jay oliva call affleck batman script best batman script,1
"79",i like video john doe best end final outcom batman season the enemi within episod,1
"80",i like video btch i gotta batman cup,1
"81",this better work,1
"83",how dare whi one talk disgust act rian johnson commit,0
"85",hate break kavanaugh will be confirm kavanaughconfirm,0
"87",i love fatman beyond name chang im read lot negat comment regard fact t,1
"89",i like video batman v superman final battl the death of superman,0.5
"91",saw internet round morn batman anim seri remast look glorious,1
"93",hi bill the origin affleck script best batman script ive eve,1
"94",pleas dont hop whip i deadass zoom i drive like jame bond batman summm lmfao,0.5
"96",current watch batman return i ador portray penguin absolut fuck powerhou,0
"99",im serious about to do that ill fuck stream it if i have to,0
"100",hi bill the origin affleck script best batman script ive eve,1
"101",are listen bob woodward revel holi shit batman,0.5
"103",shut mikey kid said rape star war,0
"104",what fuck think meant slurp so immatur peopl posit d,0
"105",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"108",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"111",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"112",btw like ben affleck batman i think aw,1
"115",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"117",i work seri awhil i think i like hero like i lost everyth,0.8
"120",ben affleck script best batman script ive ever read say storyboard artist,1
"121",name time best book movi tv show opinion batman seri gotham,1
"123",what fuck think meant slurp so immatur peopl posit disgust,0
"124",man favorit charact joker batman joker batman mask phantasm joker dar,0
"127",saw internet round morn batman anim seri remast look glorious,1
"128",love first sight,1
"129",are listen bob woodward revel holi shit batman,0.5
"131",batman arkham cityknight devil may cri black max payn gear war,0
"132",how i forget ever id love batman beyond,1
"133",this better work,1
"134",year pain tell stori batman joker yet one know chapter,0
"135",ben wrote amaz batman script im surpris sinc i stan talent,1
"137",holi nickel batman kosman just left tip offlin thank senpai,1
"138",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"139",hellblad senua sacrific dead space batman arkham citi doom metro last light,0
"140",marvel spiderman best super hero game sinc batman arkham asylum the swing combat new york citi,1
"143",joaquin phoenix got skinni joker im readi your readi fuck batman even readi man,0
"148",yeah i read back evid ben affleck want hang cowl in,0
"150",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"153",ben affleck script best batman script ive ever read say storyboard artist,1
"155",angela asgard assassin loki agent,0
"156",are listen bob woodward revel holi shit batman,0.5
"157",if anoth arkham batman game made tri get mark hamil back voic joker go troy ba,0
"158",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"159",woohoo thank,1
"160",i i final kill batman in front bunch vulner disabl kid now get santa claus,0
"161",angela asgard assassin loki,0
"162",say everyth joker done rumor start batman spr,0
"164",be care batman lex luthor power doom palm hand revisit thrill battl justic le,0.5
"165",are listen bob woodward revel holi shit batman,0.5
"166",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"168",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"170",good afternoon the cake cut clean ice when shawti come around i clean nice dynam,1
"172",vintag dc comic batman piec golden jigsaw puzzl brand new seal,1
"173",vintag dc comic batman piec golden jigsaw puzzl brand new seal,1
"174",vintag dc comic batman piec golden jigsaw puzzl brand new seal,1
"176",vintag dc comic batman piec golden jigsaw puzzl brand new seal,1
"178",batman look unhappi preview look forward stori lead,1
"179",world expens suv look just like batman follow us detail,1
"180",batman cave,0
"181",be care batman lex luthor power doom palm hand revisit thrill battl justic le,0.5
"182",good afternoon the cake cut clean ice when shawti come around i clean nice dynam,1
"183",are listen bob woodward revel holi shit batman,0.5
"184",year pain tell stori batman joker yet one know chapter,0
"186",good afternoon the cake cut clean ice when shawti come around i clean nice dynam,1
"188",listen just like us ben took whole josstic fiasco zack deb betray jl cast cre,0.333333333333333
"189",good afternoon the cake cut clean ice when shawti come around i clean nice dynam,1
"191",the presid twitter account like batman util belt s someth everyth,1
"192",i like video the flash savitar stab barri this is my world batman v superman dawn of justic,0.666666666666667
"193",hi bill the origin affleck script best batman script ive eve,1
"194",just email first draft batman the outsid without support th,1
"197",ben affleck script best batman script ive ever read say storyboard artist,1
"200",dc comic batman vs superman oblong viscos scarf light fashion wonder woman new click now,1
"201",are listen bob woodward revel holi shit batman,0.5
"202",hi bill the origin affleck script best batman script ive eve,1
"204",if look batman dick allow get older jason tim stephani etc etc just g,0
"205",good afternoon the cake cut clean ice when shawti come around i clean nice dynam,1
"206",dawn parkour batman broke leg,0.5
"207",enjoy latest comic book podcast batman,1
"208",i just reread batman annual s color stun kind support,0.5
"210",if michael keaton return batman will like bar mitzvah steroid,1
"211",whi fall so can learn pick back batman,0
"212",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"216",are listen bob woodward revel holi shit batman,0.5
"217",ben affleck script best batman script ive ever read say storyboard artist,1
"218",damn nigma narrow els want leav poor countri folk alon,0
"220",ben affleck script best batman script ive ever read say storyboard artist,1
"222",ben affleck script best batman script ive ever read say storyboard artist,1
"226",in case y miss i post pretti close finish draft piec choic mani creator make,0
"227",ill take idiot opinion batman alex,0
"229",ill take idiot opinion batman alex,0
"230",saw internet round morn batman anim seri remast look glorious,1
"231",are listen bob woodward revel holi shit batman,0.5
"234",serious marvel dc need start let charact age chang sure reason keep superman youn,1
"235",are listen bob woodward revel holi shit batman,0.5
"236",while y cri snyder cut ve best movi ever,1
"238",man favorit charact walter white break bad tyler durden fight club rick rick morti jordan bel,0
"239",damian wayn fn great charact that damain,1
"240",dawn parkour batman broke leg,0.5
"244",serious marvel dc need start let charact age chang sure reason keep superman youn,1
"246",are listen bob woodward revel holi shit batman,0.5
"247",they actual said may start scratch build wonder woman aqua,0.5
"249",oh wow great adapt batman lol,1
"250",video wonder woman add american ninja warrior athlet jessi graff,1
"251",i just saw season great show but best role date still probabl batman,1
"253",so stop batman kick cap dick break neck,0
"254",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"255",sorri folk batman tonight i terribl gameplay i show bad game channel ill,0
"257",saw post facebook said nike undermin peopl buy apparel favor steal,0.5
"258",ill take idiot opinion batman alex,0
"259",i dont think question pose malic s weird question ask superman w,0
"260",hi bill the origin affleck script best batman script ive eve,1
"261",for year bruce wayn put everyth batman and fell revisit batman ahead batman,0
"262",gtdanni boyl quit bond becaus he refus kill off jame bond gtkill jame bond gtkill jame bond gtkill,0
"263",again dawn batman glori ben joyc minion mani friend,1
"266",batman voic actor arkham knight sound like glanc line tax phone,1
"267",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"268",they can tri stab back but gave wing haha thank untouch they d,0.5
"269",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"271",pleas rt nail quotholi ravioli batmanquot trelli polish,0
"272",are listen bob woodward revel holi shit batman,0.5
"273",i vote actor can top christian bale batman,1
"274",hi bill the origin affleck script best batman script ive eve,1
"275",we thought batman annual sentiment issu ever read wrong batman lik,0
"278",i just want everyon know im current work lesson plan includ elvi big mama thornton batman pink floyd,1
"279",deadass said dark knight dark night,0
"280",hot wheel scale batman batmobil batcopt classic tv car west,1
"281",hot wheel scale batman batmobil batcopt classic tv car west,1
"282",jay oliva call affleck batman script best batman script,1
"283",thank batman,1
"284",jay oliva call affleck batman script best batman script,1
"285",toy tuesday the craziest coolest batman toy,1
"286",i feel good,1
"292",instead say bane exist i alway say bane batman realli convey messag,0
"294",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"295",this make sens it lead fluid long last ip base upon familiar,1
"296",join parti re play batman wont regret were live right,0.5
"300",again dawn batman glori ben joyc minion mani friend,1
"301",spat loyal fan face trade hokag level mos bvs formula pigsti level hope optim disney flavour jos,1
"303",saw internet round morn batman anim seri remast look glorious,1
"305",ben affleck script best batman script ive ever read say storyboard artist,1
"307",gtdanni boyl quit bond becaus he refus kill off jame bond gtkill jame bond gtkill jame bond gtkill,0
"308",ben affleck script best batman script ive ever read say storyboard artist,1
"309",have mindset the joker action batman few get,0
"312",he look like penguin batman i wonder that coincident,1
"314",imagin cartoon come s action scene without music pure sound design n,1
"315",serious marvel dc need start let charact age chang sure reason keep superman youn,1
"316",are listen bob woodward revel holi shit batman,0.5
"317",to that weirdest thing work w affleck script hard believ hed t,0.5
"319",day back herk just watch boy run across park lot yell batman sever time wear batman hoodi,0
"320",cass offend barbara gordon oracl if regard whether bruce wayn batman murder,0.333333333333333
"323",watch make fun dentastik now plush chaotic,0.666666666666667
"326",marvel spiderman best super hero game sinc batman arkham asylum the swing combat new york citi,1
"327",you forgot qualifi best batman movi ever nippl mold bat suit,1
"328",this seri spider man batman made love superhero i watch hulu now,1
"330",im dealership watch batman vs superman shit fake af this nigga batman realli fuck superman,0
"331",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"332",are listen bob woodward revel holi shit batman,0.5
"334",ben affleck script best batman script ive ever read say storyboard artist,1
"335",ben affleck script the batman best batman script ive ever read say storyboard artist,1
"338",batman your genius,1
"340",i hope batmanlik one like pictur just post look like standard fac,1
"343",have mindset the joker action batman few get,0
"344",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"345",there two type peopl world peopl understand someon say re fine s l,1
"346",hi bill the origin affleck script best batman script ive eve,1
"347",jay oliva call affleck batman script best batman script,1
"350",i won achiev batman arkham citi point,1
"351",i still need finish honest,1
"353",i like video batman the movi nostalgia time amiga c zx spectrum k,1
"354",are listen bob woodward revel holi shit batman,0.5
"355",gtdanni boyl quit bond becaus he refus kill off jame bond gtkill jame bond gtkill jame bond gtkill,0
"356",here jack salli nightmar befor christma ftw kaz brekker inej ghafa six crow roy musta,1
"357",game pretti cheap now id say pick,0
"358",be care batman lex luthor power doom palm hand revisit thrill battl justic le,0.5
"359",splatoon obvious i admit im addict franchis batman arkham game batman gucci enough sai,0.5
"361",so appear trump moron wo intellectu depth emot stunt mental ill,0.333333333333333
"362",have mindset the joker action batman few get,0
"363",hannib bate motel batman the anim seri penni dread xfile,0
"364",again dawn batman glori ben joyc minion mani friend,1
"365",nice ive own ps year ive bare play big game,1
"367",batman sinc master multipl martial art problem cheat win fight,0.5
"369",the great dark knight batman robin i ever wit h,0.5
"371",see peopl realiz make entir fuck batman gambit perfect twitter,0.5
"374",hi bill the origin affleck script best batman script ive eve,1
"375",now pretti good job alreadi like us ww settl one nuke,1
"376",new rim sexi fuck thank guy unk mc batman com love,0.666666666666667
"377",year pain tell stori batman joker yet one know chapter,0
"378",man favorit charact walter white break bad tyler durden fight club rick rick morti jordan bel,0
"379",that good one here jack salli nbc kaz brekker inej ghafa six crow roy mu,1
"380",well obvious d bathound doberman black great dane howev bat,1
"382",hi bill the origin affleck script best batman script ive eve,1
"383",with scarecrow run loos everyon see monster even robin share review batman beyond,0
"384",batman the anim seri black mirror break bad fastlan save by the bell if tv,0
"385",year pain tell stori batman joker yet one know chapter,0
"386",i love batman leg i chun li one well i shall take pic soon do follow instagram i,1
"388",trust massiv massiv step game great,1
"389",take zina bash make prank ok symbol camera left will go absolut apeshit,0
"390",tell reev isnt amaz im go miser replac movi send,0
"392",oh well s opinion f batman show,1
"393",the joker plan captur harvey dent shoot rocket direct,0
"394",fuck batman,0
"398",are listen bob woodward revel holi shit batman,0.5
"399",i misread batman invent maraca,0
"400",so keep mind want attack john john cool affleck script wrote togeth,0.5
"401",name time best book movi tv show opinion all movi batman,1
"403",still play lost legaci main problem got realli repetit fe,0
"405",new batman the telltal seri season like sub batman the telltal seri season ep,1
"407",man favorit charact walter white break bad tyler durden fight club rick rick morti jordan bel,0
"408",there two type peopl world peopl understand someon say re fine s l,1
"409",jay oliva the origin affleck script best batman script ive ever read ben kick ass stori i believ th,1
"410",are listen bob woodward revel holi shit batman,0.5
"411",good element god fall apart one amaz perform,0.5
"412",cant tell look like meanest member cobra kai villian grant morrison batman run,0.5
"413",jay oliva call affleck batman script best batman script,1
"415",theyv never seen best batman movi ever so weird,0.5
"417",superhero costum halloween kid super hero adult batman child spiderman,1
"421",batman superman fuck girl ranmouri hentai porn hattori sex sonam anim japanes,0
"423",jay oliva call affleck batman script best batman script,1
"424",i vote actor can top christian bale batman,1
"430",now pretti good job alreadi like us ww settl one nuke,1
"431",are listen bob woodward revel holi shit batman,0.5
"434",take zina bash make prank ok symbol camera left will go absolut apeshit,0
"436",batman joker go well togeth,0.5
"437",yeah i love trilog but dark knight still best batman film period lol,0.666666666666667
"438",hi bill the origin affleck script best batman script ive eve,1
"441",that robin nightw hood batman probabl couldnt even win fight,1
"443",stori meh rest good lost legaci blew water tho,0.5
"445",step unleash crimin right batman side,0.5
"446",our demon,0
"447",splatoon obvious i admit im addict franchis batman arkham game batman gucci enoug,0
"448",hi bill the origin affleck script best batman script ive eve,1
"449",batman like kid whi dont peopl ever ask question or just decid batman,1
"450",just email first draft batman the outsid without support th,1
"451",hi bill the origin affleck script best batman script ive eve,1
"452",with fed invad wayn manor batman slade will work togeth make one piec share,1
"453",xiaolin showdown gargoyl legion superhero batman brave bold ben omnivers,0.5
"455",there two type peopl world peopl understand someon say re fine,1
"458",yes charact superhero s super trope shitti cgi bad write charact d,0.5
"459",be care batman lex luthor power doom palm hand revisit thrill battl justic le,0.5
"461",i like video ghetto voic batman vs superman,0.5
"464",tell reev isnt amaz im go miser replac movi send,0
"465",saw internet round morn batman anim seri remast look glorious,1
"466",hi bill the origin affleck script best batman script ive eve,1
"468",legit disrespect oscar nomin movi bit overr,0
"471",im go guess never poor truli poor if don,0
"473",there one safe nuclear faci,1
"474",so keep mind want attack john john cool affleck script wrote togeth,0.5
"475",some random poster dump corner marbl collegi church,0
"476",hard,0
"477",it faramir th centuri q part batman jame bond this movi absurd,0
"478",loser wear,0
"479",jay oliva call affleck batman script best batman script,1
"481",offic us version park rec break bad stranger thing batman anim seri,0
"482",i much rather black panther nomin oscar bait eg post,0
"483",yall realli thought academi golden globe award win big daddi arkham lord batben wasnt gonna give us,1
"484",momma demi ignor daughter ella cherish son batman will step neck kid foster cat loos cus,1
"485",bat hero felt dress up mask,1
"488",serious marvel dc need start let charact age chang sure reason keep superman youn,1
"489",liam neeson train batman obi wan darth vader he aslan zeus punch wolv whi kidna,0
"490",im confus but peopl think actual drone strike shoe what i just need stop r,0
"491",the chris nolandark knight batman take long time say i just call fascist batman,0
"492",are listen bob woodward revel holi shit batman,0.5
"493",are listen bob woodward revel holi shit batman,0.5
"494",fact eminem fall music video shot locat batman vs superman dawn of justic movi,0.5
"495",are listen bob woodward revel holi shit batman,0.5
"497",hi bill the origin affleck script best batman script ive eve,1
"498",are listen bob woodward revel holi shit batman,0.5
"499",celebr pastor face version batman dilemma die hero preach long enough turn communi,0.5
